album_name,artists,name,popularity,release_date,track_duration,track_id
Ehhthang Ehhthang,GloRilla,Wanna Be (with Megan Thee Stallion),77,2024-04-05,156444,7mOC6phfrfz3jfigg1aGsE
Live on Mountain Stage: Outlaws & Outliers,Sierra Ferrell,I'd Do It Again - Live,0,2024-04-19,206146,2KXQfWOEW2esQ3GeuXJsq3
WE STILL DON'T TRUST YOU,Future,Came to the Party,72,2024-04-12,198080,0ho8zpOysOSWZM9C4jALaV
WE STILL DON'T TRUST YOU,Future,Overload,71,2024-04-12,224546,2Cl3OfIwpKJFyJIimbGPCx
Alter Ego (with JT),Doechii,Alter Ego (with JT),71,2024-03-29,204094,2xaaJcmvMOmpDbTwlWnjFh
Silence Is Loud,Nia Archives,Forbidden Feelingz,43,2024-04-12,166356,6c21bVRfGC8IOXvQVQ2UTb
Only God Was Above Us,Vampire Weekend,Pravda,63,2024-04-05,251466,1vfG5VaQQzr7x7gCbVyQFF
Bryson Tiller,Bryson Tiller,ÆON L U S T,62,2024-04-05,143013,49zOWtA3OAMtUDI1V1CIwe
A LA SALA,Khruangbin,Hold Me Up (Thank You),68,2024-04-05,229437,0juMDnoo3u3uDJ32wjK2BF
Might Delete Later,J. Cole,7 Minute Drill,82,2024-04-05,212213,2mhdhTWqT8RhkTlN2yWZZi
Bad For Me,Chayce Beckham,Whiskey Country,38,2024-04-05,206753,4o3dt9FSIBHCzDLoH6kIwz
Bryson Tiller,Bryson Tiller,CALYPSO,67,2024-04-05,188314,2g4jtlKn4tSIzHFn4Z3IYg
MERCEDES (feat. Oscar Maydon),Becky G,MERCEDES (feat. Oscar Maydon),65,2024-04-11,168360,0pkiYzXyU58nKV74xsAuwW
WE STILL DON'T TRUST YOU,Future,Red Leather,76,2024-04-12,414893,4Dx4e0X5dR6TW85dtFU42x
WE STILL DON'T TRUST YOU,Future,Out Of My Hands,78,2024-04-12,243040,2BOpFmZQ89Rjm2wvmud1MU
COWBOY CARTER,Beyoncé,JUST FOR FUN,80,2024-03-29,204487,4h6iaiMchTUHlK5ovMiJ3h
Fireworks & Rollerblades,Benson Boone,Beautiful Things,84,2024-04-05,180304,3xkHsmpQCBMytMJNiDf3Ii
Your Day Will Come,Chanel Beads,Embarrassed Dog,0,2024-04-19,120800,5dBCI9rpjUHrBtQkgGlQ7A
Next Semester,Twenty One Pilots,Overcompensate,66,2024-03-27,236000,4T8g1HSfIM4tFyGHZffr54
Your Day Will Come,Chanel Beads,Coffee Culture,0,2024-04-19,346000,1g6GhUFtzInjakciTGCmQQ
Through the Smoke,Nate Smith,Rather Be Lonely,55,2024-04-05,189207,2qNHwLr91x4egeP7nqWzJU
Through the Smoke,Nate Smith,Heart-Shaped Box,52,2024-04-05,189920,06JJLQ1pKNqaVJX9PGh561
Next Semester,Twenty One Pilots,Next Semester,78,2024-03-27,234400,4PCD9jZRM2VswisaTBhc25
Bryson Tiller,Bryson Tiller,http://,64,2024-04-05,35992,1RPgxA6SbIQI6JYiZUhrzj
WE STILL DON'T TRUST YOU,Future,Gracious,71,2024-04-12,186360,3qm3IN6Yx53r3NIououTey
FINAL (Vol.2),Enrique Iglesias,Espacio en Tu Corazón,48,2024-03-29,178849,3STeVMkI2wUomHxbbEOpFB
I'M DOING IT AGAIN BABY!,girl in red,A Night To Remember,58,2024-04-12,170107,0OAye4UT21h2iC72vGVuqC
Only God Was Above Us,Vampire Weekend,Classical,67,2024-04-05,259946,4DlGLD32K7shuL8ub067DL
Bryson Tiller,Bryson Tiller,Assume The Position,62,2024-04-05,201996,7BOsIXFUa09SzoocKq9SoT
I Forgive You,Sia,I Forgive You,52,2024-04-12,259902,5ytXEc1V6ZdSpFNsg81X8O
Strong,Tyler Hubbard,'73 Beetle,38,2024-04-12,220266,1Ut6MtLigpAO06geZfprr9
